,Unnamed: 0,textOriginal,authorDisplayName,Prabowo,Ganjar,Anies,preprocessed
73,73,Kenapa giliran Anies selalu yg pertama?? Yang lain enak nyontek pertanyaan dan jawaban. Yang fair donk.,santoso sediyanto,negatif,negatif,positif,kenapa gilir anies yg   yang enak nyontek  yang fair donk 
74,74,"Alm gusdur pernh bersaksi. Orang paling tulus kepada negara Indonesia ini adalah. Prabowo, itu terbukti dengan ketulusannya yabg tak henti berjuang. Semangat perjuangan mu pak 👍👍👍",Khae channel,positif,,,alm gusdur pernh saksi  orang tulus negara indonesia  prabowo  bukti tulus yabg henti juang  semangat juang mu 
75,75,Pak Prabowo niatnya tulus untuk negara Indonesia pantang menyerah maju terus demi tugas negara,Marsarchived,positif,,,pak prabowo niat tulus negara indonesia pantang serah maju tugas negara
76,76,"31:25 Pak Anies
3:05:47 Pak Ganjar
5:08:10 Pak Prabowo",Michelle Angela,,,, pak anies   pak ganjar   pak prabowo
77,77,"Prabowoo d ❤,hidup presiden gemoyy👐🤗🤗",Yuniar Aryani,positif,,,prabowoo d   hidup presiden gemoyy
78,78,Diantara 3 capres sy kagum sama pak Anis beliau menjawab semua pertanyaan dengan tegas santun dan bijak terlebih dengan gagasan2nya yg masuk di akal smg Pak Anislah yg menang dan jadi Presiden 2024 Aamiin,devira anastasia,,,positif,antara capres sy kagum anis beliau santun bijak gagas yg masuk akal smg pak anis yg menang presiden aamiin
79,79,Terharu denger jawaban pak anis tentang pendidikan,Fatin Saniafara,,,positif,haru denger anis didik
80,80,Bismillah Ganjar dan Mahfud MD menang satu putaran.,LOKER NUSANTARA OFFICIAL,,positif,,bismillah ganjar mahfud md menang putar 
81,81,"Pak prabowo, andaikan cawapresnya bukan anu...",Nida Putri Nabillah,negatif,,,pak prabowo  andai cawapresnya anu 
82,82,"ANIES, GANJAR TETAP !!! TETAP KOCAK WKWK ALL IN PRABOWO SALAM AKAL SEHAT",Hipdan Salihan,positif,,,anies  ganjar tetap    tetap kocak wkwk all in prabowo salam akal sehat
83,83,PILIHAN PAK AHOK JELAS PILIHAN KITA. GANJAR-MAHFUD UNTUK INDONESIA LEBIH MAJU!!!,Muhammad Reyhand,,positif,,pilih pak ahok jelas pilih kita  ganjar-mahfud untuk indonesia lebih maju   
84,84,"Ganjar RI 1, terserah kalian mau pilih mana",Kasino Hs,,positif,,ganjar ri  serah pilih
85,85,"3:49:49 
Ujian yg sesungguhnya utk Ganjar dari segelintir manusia Indonesia.",Elit Mahardhika,,,,  uji yg sungguh utk ganjar gelintir manusia indonesia 
86,86,Dari 3 Bakal Calon hanya Anies Baswedan yang Pemaparan MUANTAP..,Kadubaleor Tv,,,positif,dari bakal calon anies baswedan papar muantap 
87,87,luar biasa pak prabowo...😁,Hayatul Habirun,positif,,,prabowo  
88,88,Jadinya Anis vs prabowo sih,Gerrmanotta,positif,,positif,jadi anis vs prabowo sih
89,89,mas anis kamu luar biasa indah,kiw kiw,,,positif,mas anis indah
90,90,"Diskusi sama Pak Ganjar rasanya kok menyesakkan ya, apa mba Najwa juga berpendapat gitu ya?",Muhammad Alfatih,,negatif,,diskusi pak ganjar sesak ya  mba najwa dapat gitu ya 
91,91,Pak prabowo sangat tulus dan fokus untuk negara tercinta kita indonesia❤,Neni Astriani,positif,,,pak prabowo tulus fokus negara cinta indonesia
92,92,Mulutmu manis,Gregory 69 Gregory69seran,negatif,negatif,negatif,mulut manis
93,93,"Dalam milih pemimpin rumusnya itu liat gagasan, rekam jejak dan prestasi,, dari ketiga calon jelas paling baik itu pak Anies, dari gagasannya jelas, bahasanya mudah dipahami semua orang, rekam jejak dan prestasi gak usah diragukan lagi, liat aja sendiri di media2 yg valid dan terpercaya yaa jangan media hoax penebar kebencian, bahkan prestasi nya gak cuma dalam negeri tapi juga internasional, liat aja banyak penghargaan bergengsi yg di terima Jakarta selama masa jabatan pak Anies,, Bismillah tanpa menghilangkan rasa hormat dan menjelekkan capres lainnya, saya dan seluruh keluarga besar yg tersebar di Jakarta, Karawang, minang, garut, bandung pilih pak Anies",Isma Ayundah,,,positif,dalam milih pimpin rumus liat gagas  rekam jejak prestasi   tiga calon anies  gagas  bahasa mudah paham orang  rekam jejak prestasi gak ragu  liat aja media yg valid percaya yaa media hoax tebar benci  prestasi nya gak negeri internasional  liat aja harga gengsi yg terima jakarta jabat anies   bismillah hilang hormat jelek capres  keluarga yg sebar jakarta  karawang  mang  garut  bandung pilih anies
94,94,Pantess Megawati bawa 4 calon di anggotanya demi ngalahin pak Anies.tohh pada belibet ngomong nya.genjer bowo.luhut mana Luhut,rumi irtiza,,,positif,pantess megawati bawa calon anggota ngalahin anies tohh belibet ngomong nya genjer bowo luhut luhut
95,95,"Pak ganjar yg bagus sopan,dan peduli sama rakyat dibandingkn anies ...nuomong aja hebat...dki .jakarta aja ,nggak terurus ..klau anies jadi presiden nnti semua atap rumah disuruh cat warna warni😂😂😂😂😂",Muhammad Ridzuan Ridzuan,,positif,negatif,pak ganjar yg bagus sopan  peduli rakyat dibandingkn anies  nuomong aja hebat  dki jakarta aja  nggak urus  klau anies presiden nnti atap rumah suruh cat warna warni
96,96,Pak prabowo😍😍,Lois Rohatan,positif,,,pak prabowo
97,97,Seharusnya presiden Anies wakil Prabowo mantapp langsung bisa jadi macan asia negara kita ini,Bodo Riyah,,,,harus presiden anies wakil prabowo mantapp langsung macan asia negara
98,98,Di akhir refleksk pak Prabowo benar2 membuat saya merinding & meneteskan air mata. Semoga bangsa kita menjadi bangsa yang membanggakan dan maju kelak,Fanti_fun,positif,,,di refleksk prabowo merinding  tetes air mata  moga bangsa bangsa bangga maju kelak
99,99,Presiden juga nntinya bisa berpengaruh kpd konflik dipalestina .. ❤Insya Allah Pak ANIES❤ bisa menolong dan membantu sodara kita yg dipalestin 😢 .. Smg pak Anies menjadi presiden ditahun 2024 🤲🤲,Fitriyah Thoriq,,,positif,presiden nntinya pengaruh kpd konflik dipalestina  insya allah pak anies tolong bantu sodara yg dipalestin   smg anies presiden tahun 
100,100,"memang pak prabowo tidak pandai dalam berbicara atau berpidato tapi insya allah beliau adalah orang yang tulus dan ikhlas mengabdi kepada NKRI, siapa pun yang akan menang nanti semoga kedepan nya indonesia semakin maju, salam NKRI ✊❤",Kim Julian,positif,,,prabowo pandai bicara pidato insya allah beliau orang tulus ikhlas abdi nkri  menang moga depan nya indonesia maju  salam nkri 
101,101,Love you Prabowo subianto 💖💖💖,Abd.Rohman,positif,,,love you prabowo subianto 
102,102,Ganjar... Bnyk hny cerita aja mengusung cm diri dia aja. Tp jawabannya absurd unt jalan keluar permasalahan yg sdng dialami di negara ini,Alvin Artur,,negatif,,ganjar  bnyk hny cerita aja usung cm aja  tp jawab absurd unt jalan masalah yg sdng alami negara
103,103,Pak prabowo bicara nya dengan hati nurani..,snake head,positif,,,pak prabowo bicara nya hati nurani 
104,104,Pinter lah anis orang dosen klo kerja m nol,Nsn Nsn,,,positif,pinter anis orang dosen klo kerja m nol
105,105,"Semua bacapres ini bukan orang biasa semua orang-orang hebat, indonesia jangan sampai pecah karna pilihan yang berbeda. Prabowo dengan ketulusan, keberanian dan ketegasannya, ganjar dengan humblenya dan anies dengan intelektualnya.",Uulinanyoo,positif,positif,positif,semua bacapres orang orang hebat  indonesia pecah karna pilih beda  prabowo tulus  berani tegas  ganjar humblenya anies intelektual 
106,106,"Program makan untuk seluruh anak² Indonesia, apakah sudah berjalan...??

Ada program makan bersama di sekolah anak saya, namun orangtua yang menyiapkan makan nya dari rumah, menu 4 sehat 5 sempurna..
Jika memang kedepan nya ada program ini, pengawasan nya yang paling penting pak Prabowo..",dian sarfiqa,negatif,,,program makan anak indonesia  jalan    ada program makan sekolah anak  orangtua makan nya rumah  menu sehat sempurna  jika depan nya program  awas nya prabowo 
107,107,"1:03:54 urusan retorika saya aku P Anis super hebat. Ttp Implementasi tdk bs sendiri. Diperlukan kemampuan berkolaborasi  dg steak holder dan team working.
Jadi perlu kebijaksanaan. Bukan retorika belaka.",Samar Sudhano,,,positif,  urus retorika p anis super hebat  ttp implementasi tdk bs  perlu mampu kolaborasi dg steak holder team working  jadi bijaksana  bukan retorika belaka 
108,108,"ganjar kayaknya ada salah ngomong itu, pas ngomong background mbak najwa 🤣",Sherlyn Ardison,,negatif,,ganjar kayak salah ngomong  pas ngomong background mbak najwa 
109,109,untuk saya yang tidak dapat meraih pendidikan tinggi. saya lebih senang dengan gagasan pak Anis. investasi yang paling berharga itu adalah membuat anak2 bangsa yang hebat dan pintar untuk mendapatkan kesejahteraan di masa yang akan datang.,Saeful azhar,,,positif,raih didik  senang gagas anis  investasi harga anak bangsa hebat pintar sejahtera 
110,110,Pak ganjar lebih mantap program nya  tata penyampaian walaupon ak gak kenal siapa pak ganjar ak TKI malaysia ak berharap pakganjar jadi presiden indonesia 🎉🎉🎉🎉,Who I am,,positif,,pak ganjar mantap program nya tata sampai walaupon ak gak kenal ganjar ak tki malaysia ak harap pakganjar presiden indonesia 
111,111,Gagasan yang disampaikan pak anis memang baik dari 3 calon lainnya,Rizki Aulia Akbar,,,positif,gagas anis calon
112,112,Pak aniss Jos..,Edu Annas,,,positif,pak aniss jos 
113,113,Slain anis gw plih 😂 krna anies tuh cmn omdo ga bkal di lakuin wkkw,Boy DC,,,negatif,slain anis gw plih  krna anies tuh cmn omdo ga bkal lakuin wkkw
114,114,AKU nangis saat pak anis ngomong depan cermin ngomongin ttg ibu,IT SUPPORT,,,positif,aku nang anis ngomong cermin ngomongin ttg
115,115,Keliatan banget ganjar jauh lebih menguasai materi dan cocok memimpin negri ini,Wahyu Aji,,positif,,liat banget ganjar kuasa materi cocok pimpin negri
116,116,all in prabowo/pranowo asal jgn yg satunya cuman bisaa omdo haha,Jo Ananda,positif,positif,negatif,all in prabowo pranowo jgn yg satu cuman bisaa omdo haha
117,117,"Saya salut sama pak anis, negara ini butuh presiden yg cerdas dlm semua hal.
Jgn qek .... blongo² ngomongnya jika depan pres negara lain😂😂😂",zul fadli,,,positif,saya salut anis  negara butuh presiden yg cerdas dlm  jgn qek  blongo ngomongnya pres negara lain
118,118,"GANJAR REDDDD BULLSSS...
R1 ❤❤",Gheza Mikail Jatuseti,,positif,,ganjar redddd bullsss  r 
119,119,Iya Tuhan semoga PK Anis menang.🙏🙏,Ferdi G4ul,,,positif,iya tuhan moga pk anis menang
120,120,"Ganjar bicara tak mengaca.kaca duluh dirinya.baru bicara.
10thn tak becus untuk memimpin jawa tidur.hanya dongeng.",Satria Pria,,negatif,,ganjar bicara kaca kaca duluh diri baru bicara  thn becus pimpin jawa tidur hanya dongeng 
121,121,"When asked to self reflected in front of the mirror, non of them can do it properly. Anies is just narrating his past but at least he tried, Ganjar even worse using the ""parents' advice card"" to gain sympathy, but the worst of all is Prabowo who seem don't listen to what was asked of him but instead try to engage the audience when the request is just to face yourself in front of a mirror, what is he running away from I have no idea. You can be awesome and charismatic in front of other people but at the end of the day no one knows you better than yourself. No one knows your best and worst qualities except yourself, that's why it's really hard to face yourself in front of the mirror while other people is watching. But at least one of them is trying, the other is try to deflect it, and the other one don't even have the courage to do it and just did something different instead. You can't even conquer yourself. You can't even face your demons. You don't even dare for your true self be seen by other people. Then what's the difference between us and you people? How could I trust you? Why should I give my voice for you? Sigh, should I be disappointed or it was expected instead? 😔",Idris Jabbar,negatif,negatif,negatif,when asked to self reflected in front of the mirror  non of them can do it properly  anies is just narrating his past but at least he tried  ganjar even worse using the  parents  advice card  to gain sympathy  but the worst of all is prabowo who seem do n t listen to what was asked of him but instead try to engage the audience when the request is just to face yourself in front of a mirror  what is he running away from i have no idea  you can be awesome and charismatic in front of other people but at the end of the day no one knows you better than yourself  no one knows your best and worst qualities except yourself  that s why it s really hard to face yourself in front of the mirror while other people is watching  but at least one of them is trying  the other is try to deflect it  and the other one do n t even have the courage to do it and just did something different instead  you ca n t even conquer yourself  you ca n t even face your demons  you do n t even dare for your true self be seen by other people  then what s the difference between us and you people  how could i trust you  why should i give my voice for you  sigh  should i be disappointed or it was expected instead  
122,122,TETAP mas GANJAR PRANOWO,DK chanel,,positif,,tetap mas ganjar pranowo
123,123,Saya lebih tertarik dengan gagasan pa Anis dapat di mengerti dan ber ilmu juga,Rosadi Fatahajjad,,,positif,saya tarik gagas pa anis erti ber ilmu
124,124,Masih lebih lucu Pak Prabowo dibanding Pandji,Valid Non Official,positif,,,masih lucu pak prabowo banding pandji
125,125,"Tetap Anies Baswedan yg terbaik,",Endang Achmad,,,positif,tetap anies baswedan yg baik 
126,126,"Memilih Prabowo apalagi Ganjar sama dengan melanjutkan Jokowi, lihat saja pernyataannya, semoga Pak Anies bisa membawa perubahan Indonesia jika jadi presiden 2024",Bowow,negatif,negatif,positif,pilih prabowo ganjar lanjut jokowi  lihat nyata  moga pak anies bawa ubah indonesia presiden
127,127,"Mohon maaf pak ganjar...karna kebebasan dan kepercayaan yg diberikan kepada aparat desa di salah gunakan untk kepentingan pribadi...coba saja lihat, rata2 pegawe yg kerja d desa memiliki fasilitas yg mewah, sementra rakyat2nya semakin tercekik,. Karna kelaparan. Tdk ada bantuan dri pemerintah. Sembako mahal...tdk seprti zaman pak suharto, ada raskin, dan bnyk bantuan lainnya",Fredy Guy,,negatif,,mohon maaf ganjar  karna bebas percaya yg aparat desa salah untk penting pribadi  coba lihat  pegawe yg kerja d desa milik fasilitas yg mewah  tra rakyat cekik   karna lapar  tdk bantu dri perintah  sembako mahal  tdk seprti zaman suharto  raskin  bnyk bantu
128,128,"Kalau mau sejahtera pilih anies, kalau pilih prabowo dengan pasukan skrg banyak orang orba nah kalau ganjar ada PDIP. Jadi pilih anies dong",havana banana,negatif,negatif,positif,kalau sejahtera pilih anies  pilih prabowo pasu skrg orang orba ganjar pdip  jadi pilih anies
129,129,"Klo orang militer mah memang paling menggaung suaranya, mantap, tapi lucu juga..karena aku ketawa² pas nonton pak prabowo bicara 👍

Diantara ketiga bacapres Anies Rasyid Baswedan paling tenang paling kalem paling bijaksana dalam menyikapi pertanyaan komentar dll..mantap 👍👍",kakaAdik Family 💞,positif,,positif,klo orang militer mah gaung suara  mantap  lucu  ketawa pas nonton prabowo bicara  antara tiga bacapres anies rasyid baswedan tenang kalem bijaksana sikap komentar dll  mantap 
130,130,"01:30:06 disini bilangnya jangan jadikan ""beban"", tapi kok disini 1:30:46 dibilang ""beban"" pak Anies ? 🤔",Samuel Putra,,,negatif,  bilang jadi  beban     bilang  beban  anies  
131,131,"Terima kasih mata najwa untuk acara ini. Penilaian saya pribadi dari sesi setiap bacapres:
1. Bapak Anies baswedan jawabannya tepat sasaran dan berwibawa, ada sedikit ice breaking tapi gak berlebihan.
2. Bapak Ganjar Pranowo terlalu sering self centric jawabannya, guyon nya agak kebanyakan.
3. Bapak Prabowo berapi-api seperti biasa, walaupun agak monoton.",Asyiatul Rahmi Putri,positif,negatif,positif,terima kasih mata najwa acara  nilai pribadi sesi bacapres   bapak anies baswedan jawab sasar wibawa  ice breaking gak   bapak ganjar pranowo self centric jawab  guyon nya banyak   bapak prabowo berapi-api  monoton 
132,132,Pak prabowo bakal saya pilih di pilpres 2024 bravo,Ahmad Ramadhan,positif,,,pak prabowo pilih pilpres bravo
133,133,Pejuang yg sebenarnya adalah prabowo gagal 2x tdk masalah jd yg ke 3harus gool.mengenai gagasa tdk sperti yg bakal calon lain tp klau masalah kejujuran prabowo orgnya.gass RI 2024 2029,Vivian Viki,positif,,,juang yg prabowo gagal x tdk jd yg gool kena gagasa tdk sperti yg calon tp klau jujur prabowo orgnya gass ri
134,134,menangis mendengar pak Prabowo sanggat nasionalsme,Ranti Saraswati,positif,,,menang dengar prabowo sanggat nasionalsme
135,135,DITUNGGU KEHADIRANNYA PRABOWO DAN GANJAR KE BEM UI .,Terse Ndiri,,,,tunggu hadir prabowo dan ganjar ke bem ui 
136,136,Prabowo di hati karena yg di hati pasti ada prabowo,R Fermino,positif,,,prabowo hati yg hati prabowo
137,137,Pilihan satu satunya seluruh rakyat Indonesia dari Sabang sampai Merauke adalah pak Anis dan yang lainya adalah sebagai pelengkap saja .,Masni,,,positif,pilih satu rakyat indonesia sabang merauke anis lai lengkap 
138,138,"Menurut saya selain dri gagasan2 yg sudah diutarakan oleh 3 bacapres .Dilihat secara fisiknya saya lebih memilih bpk anies baswedan yg terlihat kuat memimpin indonesia maju , Bismillah Anies baswedan .",Ine Layla,,,positif,turut dri gagas yg utara bacapres lihat fisik pilih bpk anies baswedan yg kuat pimpin indonesia maju  bismillah anies baswedan 
139,139,"Aku setuju sama pak Anis,",Willy Seran,,,positif,aku tuju anis 
