,Unnamed: 0,textOriginal,authorDisplayName,Prabowo,Ganjar,Anies,preprocessed,Prabowo2
75,165,Pak Prabowo niatnya tulus untuk negara Indonesia pantang menyerah maju terus demi tugas negara,Marsarchived,Prabowo,,,prabowo niat tulus negara indonesia pantang serah maju tugas negara,1
76,166,"31:25 Pak Anies
3:05:47 Pak Ganjar
5:08:10 Pak Prabowo",Michelle Angela,Prabowo,Ganjar,Anies,anies ganjar prabowo,1
77,167,"Prabowoo d ❤,hidup presiden gemoyy👐🤗🤗",Yuniar Aryani,Prabowo,,,prabowo hidup presiden gemoy tangan buka wajah peluk wajah peluk,1
78,169,Diantara 3 capres sy kagum sama pak Anis beliau menjawab semua pertanyaan dengan tegas santun dan bijak terlebih dengan gagasan2nya yg masuk di akal smg Pak Anislah yg menang dan jadi Presiden 2024 Aamiin,devira anastasia,,,Anies,capres kagum anies beliau santun bijak gagas masuk akal moga anis menang presiden amin,0
79,174,Terharu denger jawaban pak anis tentang pendidikan,Fatin Saniafara,,,Anies,haru dengar anies didik,0
80,177,Bismillah Ganjar dan Mahfud MD menang satu putaran.,LOKER NUSANTARA OFFICIAL,,Ganjar,,bismillah ganjar mahfud md menang putar,0
81,178,"Pak prabowo, andaikan cawapresnya bukan anu...",Nida Putri Nabillah,Prabowo,,,prabowo andai cawapresnya anu,1
82,180,"ANIES, GANJAR TETAP !!! TETAP KOCAK WKWK ALL IN PRABOWO SALAM AKAL SEHAT",Hipdan Salihan,Prabowo,Ganjar,Anies,anies ganjar kocak wkwk al prabowo salam akal sehat,1
83,181,PILIHAN PAK AHOK JELAS PILIHAN KITA. GANJAR-MAHFUD UNTUK INDONESIA LEBIH MAJU!!!,Muhammad Reyhand,,Ganjar,,pilih ahok pilih ganjarmahfud indonesia maju,0
84,182,"Ganjar RI 1, terserah kalian mau pilih mana",Kasino Hs,,Ganjar,,ganjar ri serah pilih,0
85,183,"3:49:49 
Ujian yg sesungguhnya utk Ganjar dari segelintir manusia Indonesia.",Elit Mahardhika,,Ganjar,,uji sungguh ganjar gelintir manusia indonesia,0
86,186,Dari 3 Bakal Calon hanya Anies Baswedan yang Pemaparan MUANTAP..,Kadubaleor Tv,,,Anies,calon anies anies papar muantap,0
87,188,luar biasa pak prabowo...😁,Hayatul Habirun,Prabowo,,,prabowo wajah gembira dengan mata bahagia,1
88,191,Jadinya Anis vs prabowo sih,Gerrmanotta,Prabowo,,Anies,anies vs prabowo sih,1
89,192,mas anis kamu luar biasa indah,kiw kiw,,,Anies,mas anies indah,0
90,194,"Diskusi sama Pak Ganjar rasanya kok menyesakkan ya, apa mba Najwa juga berpendapat gitu ya?",Muhammad Alfatih,,Ganjar,,diskusi ganjar sesak ya mbak najwa dapat ya,0
91,195,Pak prabowo sangat tulus dan fokus untuk negara tercinta kita indonesia❤,Neni Astriani,Prabowo,,,prabowo tulus fokus negara cinta indonesia,1
92,198,Mulutmu manis,Gregory 69 Gregory69seran,,,Anies,mulut manis,1
93,199,"Dalam milih pemimpin rumusnya itu liat gagasan, rekam jejak dan prestasi,, dari ketiga calon jelas paling baik itu pak Anies, dari gagasannya jelas, bahasanya mudah dipahami semua orang, rekam jejak dan prestasi gak usah diragukan lagi, liat aja sendiri di media2 yg valid dan terpercaya yaa jangan media hoax penebar kebencian, bahkan prestasi nya gak cuma dalam negeri tapi juga internasional, liat aja banyak penghargaan bergengsi yg di terima Jakarta selama masa jabatan pak Anies,, Bismillah tanpa menghilangkan rasa hormat dan menjelekkan capres lainnya, saya dan seluruh keluarga besar yg tersebar di Jakarta, Karawang, minang, garut, bandung pilih pak Anies",Isma Ayundah,,,Anies,pilih pimpin rumus lihat gagas rekam jejak prestasi tiga calon anies gagas bahasa mudah paham orang rekam jejak prestasi ragu lihat media valid percaya ya media hoax tebar benci prestasi nya negeri internasional lihat harga gengsi terima jakarta jabat anies bismillah hilang hormat jelek capres keluarga sebar jakarta karawang mang garut bandung pilih anies,0
94,200,Pantess Megawati bawa 4 calon di anggotanya demi ngalahin pak Anies.tohh pada belibet ngomong nya.genjer bowo.luhut mana Luhut,rumi irtiza,,,Anies,megawati bawa calon anggota kalah aniestoh belibet omong nyagenjer prabowoluhut luhut,0
95,201,"Pak ganjar yg bagus sopan,dan peduli sama rakyat dibandingkn anies ...nuomong aja hebat...dki .jakarta aja ,nggak terurus ..klau anies jadi presiden nnti semua atap rumah disuruh cat warna warni😂😂😂😂😂",Muhammad Ridzuan Ridzuan,,Ganjar,Anies,ganjar bagus sopan peduli rakyat dibandingkn anies nuomong hebat dki jakarta urus anies presiden atap rumah suruh cat warna warni wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,0
96,203,Pak prabowo😍😍,Lois Rohatan,Prabowo,,,prabowo wajah senyum lebar mata hati wajah senyum lebar mata hati,1
97,204,Seharusnya presiden Anies wakil Prabowo mantapp langsung bisa jadi macan asia negara kita ini,Bodo Riyah,Prabowo,,Anies,presiden anies wakil prabowo mantap langsung macan asia negara,1
98,205,Di akhir refleksk pak Prabowo benar2 membuat saya merinding & meneteskan air mata. Semoga bangsa kita menjadi bangsa yang membanggakan dan maju kelak,Fanti_fun,Prabowo,,,refleksk prabowo benarbenar merinding tetes air mata moga bangsa bangsa bangga maju kelak,1
99,207,Presiden juga nntinya bisa berpengaruh kpd konflik dipalestina .. ❤Insya Allah Pak ANIES❤ bisa menolong dan membantu sodara kita yg dipalestin 😢 .. Smg pak Anies menjadi presiden ditahun 2024 🤲🤲,Fitriyah Thoriq,,,Anies,presiden nntinya pengaruh konflik dipalestina insya allah anies tolong bantu sodara dipalestin wajah menang moga anies presiden tahun tangan angkat dan rapat sama tangan angkat dan rapat sama,0
100,209,"memang pak prabowo tidak pandai dalam berbicara atau berpidato tapi insya allah beliau adalah orang yang tulus dan ikhlas mengabdi kepada NKRI, siapa pun yang akan menang nanti semoga kedepan nya indonesia semakin maju, salam NKRI ✊❤",Kim Julian,Prabowo,,,prabowo pandai bicara pidato insya allah beliau orang tulus ikhlas abdi nkri menang moga depan nya indonesia maju salam nkri tangan kepal ke atas,1
101,212,Love you Prabowo subianto 💖💖💖,Abd.Rohman,Prabowo,,,love you prabowo prabowo hati sinar hati sinar hati sinar,1
102,213,Ganjar... Bnyk hny cerita aja mengusung cm diri dia aja. Tp jawabannya absurd unt jalan keluar permasalahan yg sdng dialami di negara ini,Alvin Artur,,Ganjar,,ganjar cerita usung jawab absurd unt jalan masalah sdng alami negara,0
103,214,Pak prabowo bicara nya dengan hati nurani..,snake head,Prabowo,,,prabowo bicara nya hati nurani,1
104,215,Pinter lah anis orang dosen klo kerja m nol,Nsn Nsn,,,Anies,pintar anies orang dosen kalo kerja nol,0
105,218,"Semua bacapres ini bukan orang biasa semua orang-orang hebat, indonesia jangan sampai pecah karna pilihan yang berbeda. Prabowo dengan ketulusan, keberanian dan ketegasannya, ganjar dengan humblenya dan anies dengan intelektualnya.",Uulinanyoo,Prabowo,Ganjar,Anies,bacapres orang orangorang hebat indonesia pecah pilih beda prabowo tulus berani tegas ganjar humblenya anies intelektual,1
106,223,"Program makan untuk seluruh anak² Indonesia, apakah sudah berjalan...??

Ada program makan bersama di sekolah anak saya, namun orangtua yang menyiapkan makan nya dari rumah, menu 4 sehat 5 sempurna..
Jika memang kedepan nya ada program ini, pengawasan nya yang paling penting pak Prabowo..",dian sarfiqa,Prabowo,,,program makan anak indonesia jalan program makan sekolah anak orangtua makan nya rumah menu sehat sempurna depan nya program awas nya prabowo,1
107,226,"1:03:54 urusan retorika saya aku P Anis super hebat. Ttp Implementasi tdk bs sendiri. Diperlukan kemampuan berkolaborasi  dg steak holder dan team working.
Jadi perlu kebijaksanaan. Bukan retorika belaka.",Samar Sudhano,,,Anies,urus retorika p anies super hebat implementasi mampu kolaborasi steak holder team working bijaksana retorika belaka,0
108,227,"ganjar kayaknya ada salah ngomong itu, pas ngomong background mbak najwa 🤣",Sherlyn Ardison,,Ganjar,,ganjar kayak salah omong pas omong background mbak najwa tertawa terbahakbahak,0
109,228,untuk saya yang tidak dapat meraih pendidikan tinggi. saya lebih senang dengan gagasan pak Anis. investasi yang paling berharga itu adalah membuat anak2 bangsa yang hebat dan pintar untuk mendapatkan kesejahteraan di masa yang akan datang.,Saeful azhar,,,Anies,raih didik senang gagas anies investasi harga anakanak bangsa hebat pintar sejahtera,0
110,229,Pak ganjar lebih mantap program nya  tata penyampaian walaupon ak gak kenal siapa pak ganjar ak TKI malaysia ak berharap pakganjar jadi presiden indonesia 🎉🎉🎉🎉,Who I am,,Ganjar,,ganjar mantap program nya tata sampai walaupon kenal ganjar tki malaysia harap pakganjar presiden indonesia party popper party popper party popper party popper,0
111,233,Gagasan yang disampaikan pak anis memang baik dari 3 calon lainnya,Rizki Aulia Akbar,,,Anies,gagas anies calon,0
112,234,Pak aniss Jos..,Edu Annas,,,Anies,anis jos,0
113,237,Slain anis gw plih 😂 krna anies tuh cmn omdo ga bkal di lakuin wkkw,Boy DC,,,Anies,slain anies gue plih wajah gembira urai air mata anies tuh cuman omong doang wkkw,0
114,240,AKU nangis saat pak anis ngomong depan cermin ngomongin ttg ibu,IT SUPPORT,,,Anies,menang anies omong cermin omong,0
115,243,Keliatan banget ganjar jauh lebih menguasai materi dan cocok memimpin negri ini,Wahyu Aji,,Ganjar,,banget ganjar kuasa materi cocok pimpin negeri,0
116,245,all in prabowo/pranowo asal jgn yg satunya cuman bisaa omdo haha,Jo Ananda,Prabowo,Ganjar,,al prabowoganjar satu cuman omong doang haha,1
117,247,"Saya salut sama pak anis, negara ini butuh presiden yg cerdas dlm semua hal.
Jgn qek .... blongo² ngomongnya jika depan pres negara lain😂😂😂",zul fadli,,,Anies,salut anies negara butuh presiden cerdas qek blongo omong pres negara wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,0
118,248,"GANJAR REDDDD BULLSSS...
R1 ❤❤",Gheza Mikail Jatuseti,,Ganjar,,ganjar red bulls r,0
119,253,Iya Tuhan semoga PK Anis menang.🙏🙏,Ferdi G4ul,,,Anies,iya tuhan moga pakai anies menang lipat tangan lipat tangan,0
120,254,"Ganjar bicara tak mengaca.kaca duluh dirinya.baru bicara.
10thn tak becus untuk memimpin jawa tidur.hanya dongeng.",Satria Pria,,Ganjar,,ganjar bicara mengacakaca duluh dirinyabaru bicara thn becus pimpin jawa tidurhanya dongeng,0
121,255,"When asked to self reflected in front of the mirror, non of them can do it properly. Anies is just narrating his past but at least he tried, Ganjar even worse using the ""parents' advice card"" to gain sympathy, but the worst of all is Prabowo who seem don't listen to what was asked of him but instead try to engage the audience when the request is just to face yourself in front of a mirror, what is he running away from I have no idea. You can be awesome and charismatic in front of other people but at the end of the day no one knows you better than yourself. No one knows your best and worst qualities except yourself, that's why it's really hard to face yourself in front of the mirror while other people is watching. But at least one of them is trying, the other is try to deflect it, and the other one don't even have the courage to do it and just did something different instead. You can't even conquer yourself. You can't even face your demons. You don't even dare for your true self be seen by other people. Then what's the difference between us and you people? How could I trust you? Why should I give my voice for you? Sigh, should I be disappointed or it was expected instead? 😔",Idris Jabbar,Prabowo,Ganjar,Anies,when asked self reflected front of the mirror non of them can properly anies is just narrating his but at least he tried ganjar even worse using the parents advice card gain sympathy but the worst of al is prabowo who seem do nt listen what was asked of him but instead try engage the audience when the request is just face yourself front of a mirror what is he running away from i have no idea you can be awesome and charismatic front of other people but at the end of the day no one knows you better tahan yourself no one knows your best and worst qualities except yourself thatsi why itusi really hard face yourself front of the mirror while other people is watching but at least one of them is trying the other is try deflect and the other one do nt even have the courage and just did something different instead you ca nt even conquer yourself you ca nt even face your demons you do nt even dare for your true self be seen by other people then whatsi the difference between us and you people how could i trust you why should i give my voice for you sigh should i be disappointed orang was expected instead wajah renung,1
122,256,TETAP mas GANJAR PRANOWO,DK chanel,,Ganjar,,mas ganjar ganjar,0
123,257,Saya lebih tertarik dengan gagasan pa Anis dapat di mengerti dan ber ilmu juga,Rosadi Fatahajjad,,,Anies,tarik gagas anies erti ber ilmu,0
124,259,Masih lebih lucu Pak Prabowo dibanding Pandji,Valid Non Official,Prabowo,,,lucu prabowo banding pandji,1
125,260,"Tetap Anies Baswedan yg terbaik,",Endang Achmad,,,Anies,anies anies baik,0
126,266,"Memilih Prabowo apalagi Ganjar sama dengan melanjutkan Jokowi, lihat saja pernyataannya, semoga Pak Anies bisa membawa perubahan Indonesia jika jadi presiden 2024",Bowow,Prabowo,Ganjar,Anies,pilih prabowo ganjar lanjut jokowi lihat nyata moga anies bawa ubah indonesia presiden,1
127,271,"Mohon maaf pak ganjar...karna kebebasan dan kepercayaan yg diberikan kepada aparat desa di salah gunakan untk kepentingan pribadi...coba saja lihat, rata2 pegawe yg kerja d desa memiliki fasilitas yg mewah, sementra rakyat2nya semakin tercekik,. Karna kelaparan. Tdk ada bantuan dri pemerintah. Sembako mahal...tdk seprti zaman pak suharto, ada raskin, dan bnyk bantuan lainnya",Fredy Guy,,Ganjar,,mohon maaf ganjar bebas percaya aparat desa salah penting pribadi coba lihat ratarata pegawe kerja desa milik fasilitas mewah tra rakyat cekik lapar bantu perintah sembako mahal seprti zaman suharto raskin bantu,0
128,272,"Kalau mau sejahtera pilih anies, kalau pilih prabowo dengan pasukan skrg banyak orang orba nah kalau ganjar ada PDIP. Jadi pilih anies dong",havana banana,Prabowo,Ganjar,Anies,sejahtera pilih anies pilih prabowo pasu orang orba ganjar pdip pilih anies,1
129,273,"Klo orang militer mah memang paling menggaung suaranya, mantap, tapi lucu juga..karena aku ketawa² pas nonton pak prabowo bicara 👍

Diantara ketiga bacapres Anies Rasyid Baswedan paling tenang paling kalem paling bijaksana dalam menyikapi pertanyaan komentar dll..mantap 👍👍",kakaAdik Family 💞,Prabowo,,Anies,kalo orang militer mah gaung suara mantap lucu ketawa pas tonton prabowo bicara jempol ke atas tiga bacapres anies rasyid anies tenang kalem bijaksana sikap komentar mantap jempol ke atas jempol ke atas,1
130,275,"01:30:06 disini bilangnya jangan jadikan ""beban"", tapi kok disini 1:30:46 dibilang ""beban"" pak Anies ? 🤔",Samuel Putra,,,Anies,bilang jadi beban bilang beban anies wajah pikir,0
131,276,"Terima kasih mata najwa untuk acara ini. Penilaian saya pribadi dari sesi setiap bacapres:
1. Bapak Anies baswedan jawabannya tepat sasaran dan berwibawa, ada sedikit ice breaking tapi gak berlebihan.
2. Bapak Ganjar Pranowo terlalu sering self centric jawabannya, guyon nya agak kebanyakan.
3. Bapak Prabowo berapi-api seperti biasa, walaupun agak monoton.",Asyiatul Rahmi Putri,Prabowo,Ganjar,Anies,terima kasih mata najwa acara nilai pribadi sesi bacapres anies anies jawab sasar wibawa ice breaking ganjar ganjar self centric jawab guyon nya banyak prabowo berapiapi monoton,1
132,277,Pak prabowo bakal saya pilih di pilpres 2024 bravo,Ahmad Ramadhan,Prabowo,,,prabowo pilih pilpres bravo,1
133,279,Pejuang yg sebenarnya adalah prabowo gagal 2x tdk masalah jd yg ke 3harus gool.mengenai gagasa tdk sperti yg bakal calon lain tp klau masalah kejujuran prabowo orgnya.gass RI 2024 2029,Vivian Viki,Prabowo,,,juang prabowo gagal x harus goolmengenai gagasa calon jujur prabowo orgnyagas ri,1
134,280,menangis mendengar pak Prabowo sanggat nasionalsme,Ranti Saraswati,Prabowo,,,menang dengar prabowo nasionalsme,1
135,281,DITUNGGU KEHADIRANNYA PRABOWO DAN GANJAR KE BEM UI .,Terse Ndiri,Prabowo,Ganjar,,tunggu hadir prabowo ganjar bem ui,1
136,282,Prabowo di hati karena yg di hati pasti ada prabowo,R Fermino,Prabowo,,,prabowo hati hati prabowo,1
137,285,Pilihan satu satunya seluruh rakyat Indonesia dari Sabang sampai Merauke adalah pak Anis dan yang lainya adalah sebagai pelengkap saja .,Masni,,,Anies,pilih satu rakyat indonesia sabang merauke anies lai lengkap,0
138,287,"Menurut saya selain dri gagasan2 yg sudah diutarakan oleh 3 bacapres .Dilihat secara fisiknya saya lebih memilih bpk anies baswedan yg terlihat kuat memimpin indonesia maju , Bismillah Anies baswedan .",Ine Layla,,,Anies,gagas utara bacapres lihat fisik pilih bpk anies anies kuat pimpin indonesia maju bismillah anies anies,0
139,290,"Aku setuju sama pak Anis,",Willy Seran,,,Anies,tuju anies,0
140,296,"menurut saya pak ganjar ini hanya sebagai tameng untuk mengangkat pak prabowo, sejatinya yg bertarung adlh pak anis dan pak prabowo...",Ichal Media,Prabowo,Ganjar,Anies,ganjar tameng angkat prabowo sejati tarung anies prabowo,1
141,299,"nyari komen yg keritik, tapi kebanyakan komen ""pilihanku bla bla bla"" terlalu gampang dengan omongan manis.. udah mah denger nya ngantuk pada muter muter di tambah liat komen ",Bon Nobie,,,Anies,cari komen keritik banyak komen pilih bla bla bla gampang omong manis mah dengar nya ngantuk muter muter lihat komen,0
